"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"153","Edwin Joseph Carney Joel Pemoff","Joseph Carney Joel ","civil engineer","1896","Pemoff","Edwin","Joseph Carney Joel ","153","pemoff, e j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"154","Charles Derleth, Jr., B.S. Charles Rodenburg","","civil engineer","1896","Derleth","Charles","","154","derleth, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"155","Charles Derleth, Jr., B.S. Charles Rodenburg","","civil engineer","1896","Rodenburg","Charles","","155","rodenburg, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"156","Charles Valentine Hesselbach, A.B. David Charles Serber","Valentine ","civil engineer","1896","Hesselbach","Charles","Valentine ","156","hesselbach, c v","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"157","Charles Valentine Hesselbach, A.B. David Charles Serber","Charles ","civil engineer","1896","Serber","David","Charles ","157","serber, d c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"158","Edward De Voe Tompkins","De Voe ","civil engineer","1896","Tompkins","Edward","De Voe ","158","tompkins, e d","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"159","John Lorillard Arden, Ph.B.","Lorillard ","civil engineer","1896","Arden","John","Lorillard ","159","arden, j l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"160","Solomon D. Benoliel, B.S.","","civil engineer","1896","Benoliel","Solomon","","160","benoliel, s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"161","Horace Dowie, A.B.","","civil engineer","1896","Dowie","Horace","","161","dowie, h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"162","Richard David Godley Ji","David Godley ","civil engineer","1896","Ji","Richard","David Godley ","162","ji, r d","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"163","Herbert Durand Hawks","Durand ","civil engineer","1896","Hawks","Herbert","Durand ","163","hawks, h d","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"164","George Gustav Heye","Gustav ","civil engineer","1896","Heye","George","Gustav ","164","heye, g g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"165","Charles Edward Hyatt","Edward ","civil engineer","1896","Hyatt","Charles","Edward ","165","hyatt, c e","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"166","Paul MacGahan","","civil engineer","1896","MacGahan","Paul","","166","macgahan, p","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"167","Ambrose Monell, Jr.","","electrical engineer","1896","Monell","Ambrose","","167","monell, a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"168","Charles Langdon Perry","Langdon ","electrical engineer","1896","Perry","Charles","Langdon ","168","perry, c l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"169","Elliot Mathews Sergeant","Mathews ","electrical engineer","1896","Sergeant","Elliot","Mathews ","169","sergeant, e m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"170","Walter Irvine Slichter","Irvine ","electrical engineer","1896","Slichter","Walter","Irvine ","170","slichter, w i","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"171","Samuel George Fitzhugh] Townsend,","George Fitzhugh ","electrical engineer","1896","Townsend","Samuel","George Fitzhugh ","171","townsend, s g","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"172","Dana Clemmer Wells, A.B.","Clemmer ","electrical engineer","1896","Wells","Dana","Clemmer ","172","wells, d c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"173","George William Lane Woodruff,","William Lane ","electrical engineer","1896","Woodruff","George","William Lane ","173","woodruff, g w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"174","Charles Shepard Witherell","Shepard ","metallurgical engineer","1896","Witherell","Charles","Shepard ","174","witherell, c s","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"175","Alexander Morrison Brown Louis Victor Emanuel","Morrison Brown Louis Victor ","engineer of mines","1897","Emanuel","Alexander","Morrison Brown Louis Victor ","175","emanuel, a m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"176","Josiah Huntoon Clark Charles Herman Fulton","Huntoon Clark Charles Herman ","engineer of mines","1897","Fulton","Josiah","Huntoon Clark Charles Herman ","176","fulton, j h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"177","William Stewart Davidson . Newton Booth Knox","Stewart Davidson Newton Booth ","engineer of mines","1897","Knox","William","Stewart Davidson Newton Booth ","177","knox, w s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"178","John Campbell Maben, Jr.","Campbell ","engineer of mines","1897","Maben","John","Campbell ","178","maben, j c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"179","David Elder Baxter Seymour Perkins","Elder Baxter Seymour ","civil engineer","1897","Perkins","David","Elder Baxter Seymour ","179","perkins, d e","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"180","Frederick Coykendall Herman Philip Ralph","Coykendall Herman Philip ","civil engineer","1897","Ralph","Frederick","Coykendall Herman Philip ","180","ralph, f c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"181","Alexander Simpson Farmer Charles Edward Rogers","Simpson Farmer Charles Edward ","civil engineer","1897","Rogers","Alexander","Simpson Farmer Charles Edward ","181","rogers, a s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"182","Abner Winthrop Gill","Winthrop ","civil engineer","1897","Gill","Abner","Winthrop ","182","gill, a w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"183","John Wesley Goodridge","Wesley ","civil engineer","1897","Goodridge","John","Wesley ","183","goodridge, j w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"184","John Henry Madden","Henry ","civil engineer","1897","Madden","John","Henry ","184","madden, j h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"185","Ignatius O'Reardon","","civil engineer","1897","Reardon","gnatius","","185","reardon, g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"186","Ernest Kempton Adams","Kempton ","civil engineer","1897","Adams","Ernest","Kempton ","186","adams, e k","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"187","Walter Clymer Barnes","Clymer ","civil engineer","1897","Barnes","Walter","Clymer ","187","barnes, w c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"188","Putnam Asbury Bates","Asbury ","civil engineer","1897","Bates","Putnam","Asbury ","188","bates, p a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"189","John Jacob Bellman","Jacob ","civil engineer","1897","Bellman","John","Jacob ","189","bellman, j j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"190","Reed Raymond Bishop","Raymond ","civil engineer","1897","Bishop","Reed","Raymond ","190","bishop, r r","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"191","Emil Christian Boerner, Jr.","Christian ","civil engineer","1897","Boerner","Emil","Christian ","191","boerner, e c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"192","Harris Sutton Burroughs","Sutton ","civil engineer","1897","Burroughs","Harris","Sutton ","192","burroughs, h s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"193","Henri George Francis James Chatain","George Francis James ","civil engineer","1897","Chatain","Henri","George Francis James ","193","chatain, h g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"194","Charles Martin Clarke","Martin ","civil engineer","1897","Clarke","Charles","Martin ","194","clarke, c m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"195","Clarence Lyman Collins, 2d, Ph.B.","Lyman ","civil engineer","1897","Collins","Clarence","Lyman ","195","collins, c l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"196","Clarence Lyman Collins, 2d, Ph.B.","","civil engineer","1897","d",NA,"","196","d,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"197","Stewart Hooker Crampton","Hooker ","civil engineer","1897","Crampton","Stewart","Hooker ","197","crampton, s h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"198","Dexter Newell Force, Jr.","Newell ","civil engineer","1897","Force","Dexter","Newell ","198","force, d n","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"199","George Frederick Haldy, B.S.","Frederick ","civil engineer","1897","Haldy","George","Frederick ","199","haldy, g f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"200","John Huntting Sayres","Huntting ","civil engineer","1897","Sayres","John","Huntting ","200","sayres, j h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"201","Walter William Schlecht","William ","civil engineer","1897","Schlecht","Walter","William ","201","schlecht, w w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"202","Isaac I. Stander","","civil engineer","1897","Stander","saac","","202","stander, s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"203","Rowland Gilbert Tibbals","Gilbert ","civil engineer","1897","Tibbals","Rowland","Gilbert ","203","tibbals, r g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"204","Lazarus White","","civil engineer","1897","White","Lazarus","","204","white, l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"205","Ph.B. Leo Walter Hildburgh","Walter ","electrical engineer","1897","Hildburgh","Leo","Walter ","205","hildburgh, l w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"206","Frederick Montgomery Holbrook","Montgomery ","electrical engineer","1897","Holbrook","Frederick","Montgomery ","206","holbrook, f m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"207","James Barnes Humphreys","Barnes ","electrical engineer","1897","Humphreys","James","Barnes ","207","humphreys, j b","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"208","Richard Koch","","electrical engineer","1897","Koch","Richard","","208","koch, r","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"209","Max Loewenthal","","electrical engineer","1897","Loewenthal","Max","","209","loewenthal, m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"210","John Malcolm McLean","Malcolm ","electrical engineer","1897","McLean","John","Malcolm ","210","mclean, j m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"211","Charles William MacMullen","William ","electrical engineer","1897","MacMullen","Charles","William ","211","macmullen, c w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"212","George Willard Magalhaes","Willard ","electrical engineer","1897","Magalhaes","George","Willard ","212","magalhaes, g w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"213","Leo Raphael Manheims","Raphael ","electrical engineer","1897","Manheims","Leo","Raphael ","213","manheims, l r","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"214","Herman Alfred Prosser","Alfred ","electrical engineer","1897","Prosser","Herman","Alfred ","214","prosser, h a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"215","George Washington Regan","Washington ","electrical engineer","1897","Regan","George","Washington ","215","regan, g w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"216","Joseph Suydam Stout, Jr., A.B.","Suydam ","electrical engineer","1897","Stout","Joseph","Suydam ","216","stout, j s","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"217","Christopher Van Deventer","Van ","electrical engineer","1897","Deventer","Christopher","Van ","217","deventer, c v","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"218","William Van Bergen Van Dyck, B.S.","Van Bergen Van ","electrical engineer","1897","Dyck","William","Van Bergen Van ","218","dyck, w v","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"219","Alfred Chester Beatty","Chester ","engineer of mines","1898","Beatty","Alfred","Chester ","219","beatty, a c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"220","George Sylvester Brackett","Sylvester ","engineer of mines","1898","Brackett","George","Sylvester ","220","brackett, g s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"221","Alexander James Campbell","James ","engineer of mines","1898","Campbell","Alexander","James ","221","campbell, a j","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"222","Louis Floro Chibas","Floro ","engineer of mines","1898","Chibas","Louis","Floro ","222","chibas, l f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"223","Richard M. Geppert","","engineer of mines","1898","Geppert","Richard","","223","geppert, r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"224","Rowland Francis Hill, Jr.","Francis ","engineer of mines","1898","Hill","Rowland","Francis ","224","hill, r f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"225","Gordon Lines Hutchins","Lines ","engineer of mines","1898","Hutchins","Gordon","Lines ","225","hutchins, g l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"226","Henry Krumb","","engineer of mines","1898","Krumb","Henry","","226","krumb, h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"227","James Ellwood Jones","Ellwood ","engineer of mines","1898","Jones","James","Ellwood ","227","jones, j e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"228","Irving Smith Lydecker","Smith ","engineer of mines","1898","Lydecker","rving","Smith ","228","lydecker, r s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"229","Otto Frederick Pattberg","Frederick ","engineer of mines","1898","Pattberg","tto","Frederick ","229","pattberg, t f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"230","Juan Pablo Ros","Pablo ","engineer of mines","1898","Ros","Juan","Pablo ","230","ros, j p","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"231","Gustavus Sessinghaus","","engineer of mines","1898","Sessinghaus","Gustavus","","231","sessinghaus, g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"232","William Allen Smith, Jr.","Allen ","engineer of mines","1898","Smith","William","Allen ","232","smith, w a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"233","Edward Barney Sturgis","Barney ","engineer of mines","1898","Sturgis","Edward","Barney ","233","sturgis, e b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"234","William Shephard Thomas, C.E.","Shephard ","engineer of mines","1898","Thomas","William","Shephard ","234","thomas, w s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"235","Harold Abbot Titcomb, A.B.","Abbot ","engineer of mines","1898","Titcomb","Harold","Abbot ","235","titcomb, h a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"236","William Tudor, Jr., A.B.","","engineer of mines","1898","Tudor","William","","236","tudor, w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"237","William Watson","","engineer of mines","1898","Watson","William","","237","watson, w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"238","George Lewis Bennett","Lewis ","civil engineer","1898","Bennett","George","Lewis ","238","bennett, g l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"239","Herbert Doty Brown, A.B.","Doty ","civil engineer","1898","Brown","Herbert","Doty ","239","brown, h d","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"240","Garwood Ferguson","","civil engineer","1898","Ferguson","Garwood","","240","ferguson, g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"241","Joseph Goodman","","civil engineer","1898","Goodman","Joseph","","241","goodman, j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"242","George Bain Gunn","Bain ","civil engineer","1898","Gunn","George","Bain ","242","gunn, g b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"243","Burdette Kipp","","civil engineer","1898","Kipp","Burdette","","243","kipp, b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"244","Joseph Albert Augustin Le Prince","Albert Augustin Le ","civil engineer","1898","Prince","Joseph","Albert Augustin Le ","244","prince, j a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"245","Clarence MacKenzie Lewis","MacKenzie ","civil engineer","1898","Lewis","Clarence","MacKenzie ","245","lewis, c m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"246","George Latimore Lucas","Latimore ","civil engineer","1898","Lucas","George","Latimore ","246","lucas, g l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"247","Henry Bennett Machen","Bennett ","civil engineer","1898","Machen","Henry","Bennett ","247","machen, h b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"248","Francis Mason, A.B.","","civil engineer","1898","Mason","Francis","","248","mason, f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"249","Isaac Menline","","civil engineer","1898","Menline","saac","","249","menline, s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"250","Aaron Israel Raisman","Israel ","civil engineer","1898","Raisman","Aaron","Israel ","250","raisman, a i","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"251","Max Raymond","","civil engineer","1898","Raymond","Max","","251","raymond, m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"252","William Ropes","","civil engineer","1898","Ropes","William","","252","ropes, w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"253","George Crosby Saunders","Crosby ","civil engineer","1898","Saunders","George","Crosby ","253","saunders, g c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"254","John Schimmel, Jr., Mech.Eng.","","civil engineer","1898","Schimmel","John","","254","schimmel, j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
