source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1882,"cabeen, f f",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"cabeen, f f",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"cabeen, f f",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"cabot, j j",,,,cambria steel co,johnstown pa,-78.92197,40.326741,united states of america
taime,1882,"cabot, j j",,,,cambria steel co,johnstown pa,-78.92197,40.326741,united states of america
taime,1884,"cabot, j j",,,,cambria steel co,johnstown pa,-78.92197,40.326741,united states of america
taime,1886,"cabot, j j",,,,,bellaire o,-80.742305,40.016184,united states of america
taime,1892,"cabot, j j",,,mining engineer,f. e. cabot,brookline mass,-71.121164,42.331764,united states of america
taime,1902,"cabot, j j",,,mining engineer,f. e. cabot,boston mass,-71.05888,42.360083,united states of america
taime,1902,"cabot, j j",,,,john cabot,ny city,-74.005973,40.712775,united states of america
taime,1884,"cadle, c c",,,,,blocton alabama,-87.124995,33.118175,united states of america
taime,1886,"cadle, c c",,,,,blocton alabama,-87.124995,33.118175,united states of america
taime,1892,"cadle, c c",,,,,blocton alabama,-87.124995,33.118175,united states of america
taime,1902,"cadle, c c",,,,,blocton alabama,-87.124995,33.118175,united states of america
taime,1906,"cadnian, j j",,,,,port of spain trinidad,-61.514237,10.649592,trinidad and tobago
taime,1892,"cady, c c",,,manager,sherman & co iron mines,mineville n y,-73.523441,44.093612,united states of america
taime,1902,"cady, c c",,,manager,sherman & co iron mines,mineville n y,-73.523441,44.093612,united states of america
taime,1904,"caetani, g g",,,mining engineer,,rome italy,12.496366,41.902784,italy
taime,1911,"cahoone, w w",,,,,benton cal,-118.476509,37.819099,united states of america
taime,1906,"caine, m m",,,,,isabella tenn,-84.3552,35.027858,united states of america
taime,1902,"cairns, f f",,,assistant,anaconda copper m. co,anaconda mont,-112.947836,46.1263,united states of america
taime,1909,"cairns, j j",,,,,glasgow scotland,-4.251806,55.864237,united kingdom
taime,1909,"calbreath, t t",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"caldecott, w w",,,metallurgist,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"caldecott, w w",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"calderwood, j j",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"caldwell, b b",,,,,bridgeport ohio,-80.740083,40.069795,united states of america
taime,1896,"caldwell, b b",,,,,bridgeport ohio,-80.740083,40.069795,united states of america
taime,1908,"caldwell, c c",,,,,pennington gap va,-83.027112,36.758422,united states of america
taime,1908,"caldwell, f f",,,,,santa lucia sinaloa,-105.852778,23.4375,mexico
taime,1910,"caldwell, h h",,,,,thomas ala,-89.657561,39.809466,united states of america
taime,1905,"caldwell, w w",,,,,minas geraes brazil,-44.555031,-18.512178,brazil
taime,1877,"caldwell, w w",,,,,louisville ky,-85.758456,38.252665,united states of america
taime,1902,"calero, j j",mexican,,student,eni,pachuca hidalgo,-98.759131,20.101061,mexico
taime,1902,"calero, j j",mexican,,student,eni,pachuca hidalgo,-98.759131,20.101061,mexico
taime,1903,"cales, l l",,,mining engineer,,newton centre mass,-71.194826,42.33005,united states of america
taime,1892,"calhoun, w w",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"calhoun, w w",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1892,"calhoun, w w",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"calhoun, w w",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"call, a a",,,,,amador city cal.,-120.824103,38.419355,united states of america
taime,1902,"call, a a",,,,,amador city cal.,-120.824103,38.419355,united states of america
taime,1894,"call, a a",,,,,amador city cal.,-120.824103,38.419355,united states of america
taime,1902,"callaghan, j j",,,mining engineer,amer. steel and wire co,chester pa,-75.355746,39.849557,united states of america
taime,1896,"callaghan, j j",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1910,"calland, d d",,,,,pachuca hidalgo,-98.759131,20.101061,mexico
taime,1912,"callaway, f f",,,,,kellogg idaho,-116.119333,47.538257,united states of america
taime,1906,"callow, j j",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1882,"calman, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"calman, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"calman, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"cameron, d d",,,manager,ashburton mining co,folsom cal.,-121.176058,38.677959,united states of america
taime,1899,"cameron, d d",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1876,"cameron, j j",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"cameron, j j",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"cameron, j j",,,,osceola mills,clearfield pa,-78.439188,41.02728,united states of america
taime,1902,"cameron, w w",,,,randfontein estates gold m. co,randfontein south africa,27.678685,-26.199151,south africa
taime,1900,"camm, b b",,,,,ansted w. va,-81.099548,38.13622,united states of america
taime,1902,"camm, r r",,,mining engineer,gauley mountain coal co,ansted w. va,-81.099548,38.13622,united states of america
taime,1884,"camp, j j",,,,,allegheny pa,-80.008775,40.445081,united states of america
taime,1886,"camp, j j",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1892,"camp, j j",,,chemist,duquesne reduction co,duquesne pa,-79.859771,40.381458,united states of america
taime,1902,"camp, j j",,,chemist,duquesne reduction co,duquesne pa,-79.859771,40.381458,united states of america
taime,1880,"campbell, a a",,,,,nashville tenn,-86.781602,36.162664,united states of america
taime,1882,"campbell, a a",,,,,nashville tenn,-86.781602,36.162664,united states of america
taime,1902,"campbell, a a",,,,,marin co cal.,-122.763304,38.083403,united states of america
taime,1877,"campbell, c c",,,,,ironton ohio,-82.682941,38.536747,united states of america
taime,1892,"campbell, e e",,,,,armstrong co pa,-79.470389,40.879052,united states of america
taime,1902,"campbell, e e",,,,,armstrong co pa,-79.470389,40.879052,united states of america
taime,1892,"campbell, e e",,,,,ann arbor mich,-83.743038,42.280826,united states of america
taime,1902,"campbell, e e",,,,,ann arbor mich,-83.743038,42.280826,united states of america
taime,1894,"campbell, e e",,,,,ann arbor mich,-83.743038,42.280826,united states of america
taime,1886,"campbell, e e",,,,,candela coahuila,-100.665858,26.838867,mexico
taime,1892,"campbell, e e",,,,,jefferson co ala,-86.982429,33.491412,united states of america
taime,1902,"campbell, e e",,,,,jefferson co ala,-86.982429,33.491412,united states of america
taime,1902,"campbell, f f",,,manager,vindicator con. g. m. co,denver colo,-104.990251,39.739236,united states of america
taime,1882,"campbell, h h",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1884,"campbell, h h",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1886,"campbell, h h",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1892,"campbell, h h",,,manager,pennsylvania steel co,dauphin co pa,-76.733652,40.273428,united states of america
taime,1902,"campbell, h h",,,manager,pennsylvania steel co,steelton pa,-76.841361,40.235368,united states of america
taime,1892,"campbell, j j",,,,,yavapai co ariz.,-112.429146,34.646398,united states of america
taime,1902,"campbell, j j",,,,,yavapai co ariz.,-112.429146,34.646398,united states of america
taime,1892,"campbell, m m",,,geologist,,washington d.c.,-77.036871,38.907192,united states of america
taime,1902,"campbell, m m",,,geologist,,washington d.c.,-77.036871,38.907192,united states of america
taime,1907,"camphell, d d",,,,,baird p cal,-119.417932,36.778261,united states of america
taime,1902,"camphuis, g g",,,,,elm cottage cornwall england,-5.052713,50.266047,united kingdom
taime,1884,"canby, r r",,,,,pueblo colo,-104.609141,38.254447,united states of america
taime,1886,"canby, r r",,,,,pueblo colo,-104.609141,38.254447,united states of america
taime,1876,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"canfield, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1873,"canfield, e e",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1876,"canfield, e e",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1877,"canfield, e e",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1904,"cannon, r r",,,mining engineer,,colorado springs colo,-104.821363,38.833882,united states of america
taime,1892,"canpield, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"canpield, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1886,"canren, g g",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"cansy, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"cansy, r r",,,superintendent,montezuma lead co,argentine kan.,-94.660535,39.05629,united states of america
taime,1902,"cansy, r r",,,superintendent,montezuma lead co,santa barbara chihuahua,-105.820058,26.801544,mexico
taime,1912,"cantley, c c",,,,,new glasgow nova scotia,-62.645119,45.58717,canada
taime,1907,"cantley, t t",,,,,new glasgow x,-62.64297,45.572987,canada
taime,1902,"capacci, c c",,,,,florence italy.,11.255814,43.76956,italy
taime,1906,"capdeville, j j",,,,,paris france,2.352222,48.856614,france
taime,1902,"caperton, w w",,,manager,wright coal and coke co,wright w va,-81.101765,37.827893,united states of america
taime,1876,"capp, j j",,,,,inyo co cal,-117.549585,36.309187,united states of america
taime,1902,"capp, j j",,,chief engineer,gen. electric co,schenectady ny,-73.939569,42.814243,united states of america
taime,1882,"capy, l l",,,,,iron mountain mich,-88.06596,45.820233,united states of america
taime,1902,"caracristi, c c",,,civil engineer,,london england,-0.127758,51.507351,united kingdom
taime,1907,"cardenas, a a",,,,,punta arenas costa rica,-84.829421,9.977844,costa rica
taime,1902,"cardozo, h h",,,,,paris france,2.352222,48.856614,france
taime,1909,"careaga, c c",,,,,bilbao spain,-2.934985,43.263013,spain
taime,1902,"carey, j j",,,mining engineer,,chihuahua mexico,-106.0691,28.632996,mexico
taime,1902,"carey, j j",,,,,chihuahua mexico,-106.0691,28.632996,mexico
taime,1902,"carhart, c c",,,superintendent,,kingston n y,-73.997361,41.927037,united states of america
taime,1895,"carhart, w w",,,,,rico colo,-108.03035,37.692773,united states of america
taime,1902,"carhart, w w",,,mining engineer,,telluride colo,-107.812285,37.937494,united states of america
taime,1902,"carkeek, w w",,,superintendent,colorado smelting co.,butte montana,-112.534778,46.003823,united states of america
taime,1902,"carle, n n",,,mechanical engineer,westinghouse co,ny city,-74.005973,40.712775,united states of america
taime,1892,"carleton, j j",,,assistant,j. m. restrepo,honda colombia,-74.737081,5.205118,colombia
taime,1902,"carleton, j j",,,assistant,j. m. restrepo,honda colombia,-74.737081,5.205118,colombia
taime,1886,"carll, j j",,,,,pleasantville pa,-79.579494,41.592283,united states of america
taime,1892,"carll, j j",,,,,pleasantville pa,-79.579494,41.592283,united states of america
taime,1902,"carll, j j",,,,,pleasantville pa,-79.579494,41.592283,united states of america
taime,1902,"carlsson, h h",,,superintendent,dominion iron and steel co,sydney nova scotia.,-60.194224,46.13679,canada
taime,1906,"carlton, a a",,,,,cripple creek colo,-105.178315,38.746656,united states of america
taime,1911,"carlyle, e e",,,,,kyshtym russia,60.53903,55.70787,russia
taime,1902,"carlyle, w w",,,manager,compania de rio tinto,huelva spain,-6.944722,37.261421,spain
taime,1902,"carmichael, h h",,,chemist,,boston mass,-71.05888,42.360083,united states of america
taime,1902,"carmichael, n n",,,assistant,duncan united mines ltd,b.c. canada,-127.647621,53.726668,canada
taime,1892,"carnahan, c c",,,owner,,leadville colorado,-106.292524,39.250823,united states of america
taime,1902,"carnahan, c c",,,owner,,leadville colorado,-106.292524,39.250823,united states of america
taime,1902,"carnahan, j j",,,superintendent,mexican lead co,monterrey nl,-100.316113,25.686614,mexico
taime,1910,"carnahan, r r",,,,,middletown ohio,-84.398276,39.515058,united states of america
taime,1892,"carnegie, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"carnegie, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1880,"carnegie, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"carnegie, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1884,"carnegie, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1886,"carnegie, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1912,"carney, f f",,,,,steelton pa,-76.841361,40.235368,united states of america
taime,1904,"carney, h h",,,,,ouray colorado,-107.671449,38.022772,united states of america
taime,1892,"carney, h h",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"carney, h h",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1892,"carney, j j",,,mechanical engineer,chicago,aurora ill,-88.320072,41.760585,united states of america
taime,1902,"carney, j j",,,mechanical engineer,chicago,burlington iowa,-91.11289,40.807653,united states of america
taime,1902,"carpenter, a a",,,manager,mexico venture syndicate,el oro mexico,-100.133916,19.800753,mexico
taime,1905,"carpenter, a a",,,,,denver colo,-104.990251,39.739236,united states of america
