org,org2,freq
hnormanby iron works champion limited,normandy iron works champion limited,25
united rhodesta gold yields limited,united rhodesta gold fields limited,25
guanajuato reduction mines company,guanajuato reduction mines company,25
toronto rhodesia syndicate limited,toronto rhodesia syndicate limited,25
western dominion iqqlli erie limited,western dominion collierie limited,25
barrier and general rust limited,barrier and general trust limited,25
bedwas navlgatlon collier limited,bedwas navlgatlon collier limited,25
mayo rhodesia development limited,mayo rhodesia development limited,25
waihi grand junction gold company,waihi grand junction gold company,25
anglo french exploration company,anglo french exploration company,25
offin rivera gold states limited,offin rivera gold states limited,25
cook pioneer gold and tin mines,cook pioneer gold and tin mines,25
tasmanian silver mining company,tasmanian silver mining company,25
cassel gold extracting company,cassel gold extracting company,25
crown reef gold mining company,crown reef gold mining company,25
butte superior mining company,butte superior mining company,25
zaaiplaats tin mining company,zaaiplaats tin mining company,25
north cornwallwqhina clay company,North Cornwall China Clay Co,25
portland gold mining company,portland gold mining company,25
alamillos panegyric limited,alamillos panegyric limited,25
cordoba copper company,cordoba copper company,25
bingham mines company,bingham mines company,25
lands nigeria limited,lands nigeria limited,25
miami cooper company,miami copper company,25
engineer standard oil company,standard oil company,25
columbia univ,columbia university,25
utah fuel co,utah fuel co,25
the dorr co,the dorr co,25
transvaal consolidated land and exploration company,transvaal consolidated land and exploration company,24
central provinces prospecting syndicate limited,central provinces prospecting syndicate limited,24
oceana consolidated oceana development company,oceana consolidated oceana development company,24
london and west african concessions syndicate,london and west african concessions syndicate,24
national mining and finance syndicate limited,national mining and finance syndicate limited,24
worcester exploration and gold mining company,worcester exploration and gold mining company,24
brilliant extended block gold mining company,brilliant extended block gold mining company,24
denaby and cadeby main colonoscopies limited,denaby and cadeby main colonoscopies limited,24
mining yef gold coast development syndicate,mining ref gold coast development syndicate,24
antelope gold mine rhodesia limited bcdxev,antelope gold mine rhodesia limited bcdxev,24
general mining aindwelnaaance corp limited,general mining aindwelnaaance corp limited,24
hokkaido colliery apnd steamship limited hokkaido,hokkaido colliery apnd steamship limited,24
mining year sylvanite gold mines limited,mining year sylvanite gold mines limited,24
canadian queensland gold mining company,canadian queensland gold mining company,24
transvaal united trust finance limited,transvaal united trust finance limited,24
north charterland exploration limited,north charterland exploration limited,24
sociedad minas xfefundlciones carrillo,sociedad minas y fundiciones carrillo,24
ginsberg gold minjnq aciqm pan limited,ginsberg gold mininq company limited,24
rense tin mining and melting company,rense tin mining and melting company,24
tongkah hareour tin dredging company,tongkah hareour tin dredging company,24
u s smelting refining mining company,u s smelting refining mining company,24
weardale steel coal and cole limited,weardale steel coal and cole limited,24
broken hill junction mining company,broken hill junction mining company,24
united afrsan explorations limited,united african explorations limited,24
ooregum gold mining india limited,ooregum gold mining india limited,24
calumet and hedcirl mining company,calumet and hecla mining company,24
chenderiang tin dredging limited,chenderiang tin dredging limited,24
halkyn mining hall mines limited ham by,halkyn mining hall mines limited,24
hydraulic power smelting company,hydraulic power smelting company,24
new sharlston collieries limited,new sharlston collieries limited,24
sandwell park colliery company,san dwell park colliery company,24
wol fram mining smelting company,wolfram mining smelting company,24
geo blackwell sons and limited mao,geo blackwell sons and limited,24
houghton main colliery company,houghton main colliery company,24
john lancaster aqiwq qqm panicky limited,john lancaster company limited,24
venezuelan gold mining company,venezuelan gold mining company,24
pusing lama tin mines limited,pusing lama tin mines limited,24
talisman consolidated limited,talisman consolidated limited,24
aguascalientes metal company,aguascalientes metal company,24
maltby main colliery limited,maltby main colliery limited,24
bethlehem shipbuilding corp,bethlehem shipbuilding corp,24
old delabole slate company,old delabole slate company,24
siberian syndicate limited,siberian syndicate limited,24
celtic collieries limited,celtic collieries limited,24
port phillip gold company,port phillip gold company,24
siputeh tin mines limited,siputeh tin mines limited,24
sungei besl mines limited,sungei besl mines limited,24
ashton vale nlron company,ashton vale iron company,24
oroya inks limited,oroya inks limited,24
boleo company,boleo company,24
porcupine lcanadal mining and development company,porcupine lcanadal mining and development company,23
british columbia mercantile and mining syndicate,british columbia mercantile and mining syndicate,23
robert addie roberts victor diamonds limited,robert addie roberts victor diamonds limited,23
nigerian tin trust and exploration limited,nigerian tin trust and exploration limited,23
west african enterprise syndicate limited,west african enterprise syndicate limited,23
benue northern nigeria tin mines limited,benue northern nigeria tin mines limited,23
