"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"12826","myb123709","myb",1891,"TION COMPANY LIMITED",NA,"rogers","william","heyward","board","london","William Heyward Rogers. I Carl Hanau. I Hendrik L. K. Scholtz.","rogers, w h",NA,"myb",c(-0.1277583, 51.5073509)
"12827","myb123709","myb",1891,"TION COMPANY LIMITED",NA,"scholtz","hendrik","l","board","london","William Heyward Rogers. I Carl Hanau. I Hendrik L. K. Scholtz.","scholtz, h l",NA,"myb",c(-0.1277583, 51.5073509)
"12900","myb124216","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"eckstein","hermann",NA,"chair","johannesburg","Hermann Eckstein, Chairman. | J. B. Taylor. | A. Beit. | H. A. Rogers.","eckstein, h",NA,"myb",c(28.0473051, -26.2041028)
"12901","myb124216","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"rogers","h","a","board","johannesburg","Hermann Eckstein, Chairman. | J. B. Taylor. | A. Beit. | H. A. Rogers.","rogers, h a",NA,"myb",c(28.0473051, -26.2041028)
"12902","myb124216","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"taylor","j","b","board","johannesburg","Hermann Eckstein, Chairman. | J. B. Taylor. | A. Beit. | H. A. Rogers.","taylor, j b",NA,"myb",c(28.0473051, -26.2041028)
"12903","myb124217","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"eckstein","f",NA,"board","johannesburg","F. Eckstein. | Lionel Phillips. | W. H. Rogers.","eckstein, f",NA,"myb",c(28.0473051, -26.2041028)
"12904","myb124217","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"phillips","lionel",NA,"board","johannesburg","F. Eckstein. | Lionel Phillips. | W. H. Rogers.","phillips, l",NA,"myb",c(28.0473051, -26.2041028)
"12905","myb124217","myb",1891,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"rogers","w","h","board","johannesburg","F. Eckstein. | Lionel Phillips. | W. H. Rogers.","rogers, w h",NA,"myb",c(28.0473051, -26.2041028)
"13103","myb125514","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"bourke","b","t","board","sydney","HeDrv Griffin, Chairman. | Sydney Ford. | B. T Bourke. | Dr. Scott. | Joseph Watson Shaw.","bourke, b t",NA,"myb",c(151.2092955, -33.8688197)
"13104","myb125514","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"ford","sydney",NA,"board","sydney","HeDrv Griffin, Chairman. | Sydney Ford. | B. T Bourke. | Dr. Scott. | Joseph Watson Shaw.","ford, s",NA,"myb",c(151.2092955, -33.8688197)
"13105","myb125514","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"griffin","hedrv",NA,"chair","sydney","HeDrv Griffin, Chairman. | Sydney Ford. | B. T Bourke. | Dr. Scott. | Joseph Watson Shaw.","griffin, h",NA,"myb",c(151.2092955, -33.8688197)
"13106","myb125514","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"scott","dr",NA,"board","sydney","HeDrv Griffin, Chairman. | Sydney Ford. | B. T Bourke. | Dr. Scott. | Joseph Watson Shaw.","scott, d",NA,"myb",c(151.2092955, -33.8688197)
"13107","myb125514","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"shaw","joseph","watson","board","sydney","HeDrv Griffin, Chairman. | Sydney Ford. | B. T Bourke. | Dr. Scott. | Joseph Watson Shaw.","shaw, j w",NA,"myb",c(151.2092955, -33.8688197)
"13108","myb125515","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"lindup","walter",NA,"board","sydney","Hugh Parker. | Walter Lindup.","lindup, w",NA,"myb",c(151.2092955, -33.8688197)
"13109","myb125515","myb",1891,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"parker","hugh",NA,"board","sydney","Hugh Parker. | Walter Lindup.","parker, h",NA,"myb",c(151.2092955, -33.8688197)
"13362","myb126209","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"amellor","george","field","board","transvaal","Frederick Charles Debonaire Haggard, I George Field Tavenor. AMellor. I Carl Theodore Von Buch.","amellor, g f",NA,"myb",c(-81.1830974, 43.2325617)
"13363","myb126209","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"buch","carl","theodore","board","transvaal","Frederick Charles Debonaire Haggard, I George Field Tavenor. AMellor. I Carl Theodore Von Buch.","buch, c t",NA,"myb",c(-81.1830974, 43.2325617)
"13364","myb126209","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"haggard","frederick","charles","board","transvaal","Frederick Charles Debonaire Haggard, I George Field Tavenor. AMellor. I Carl Theodore Von Buch.","haggard, f c",NA,"myb",c(-81.1830974, 43.2325617)
"13366","myb126211","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"pbosfectiitg","transvaal",NA,"board","transvaal","TRANSVAAL PBOSFECTIITG","pbosfectiitg, t",NA,"myb",c(-81.1830974, 43.2325617)
"13416","myb126261","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"eckstein","h",NA,"board","transvaal","Lionel Phillips, Chairman. | H. Eckstein. I W. Ross. | G. Farrar. | H. C. TrulL","eckstein, h","H. Eckstein","myb",c(-81.1830974, 43.2325617)
"13417","myb126261","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"farrar","g",NA,"board","transvaal","Lionel Phillips, Chairman. | H. Eckstein. I W. Ross. | G. Farrar. | H. C. TrulL","farrar, g","H. Eckstein","myb",c(-81.1830974, 43.2325617)
"13418","myb126261","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"phillips","lionel",NA,"chair","transvaal","Lionel Phillips, Chairman. | H. Eckstein. I W. Ross. | G. Farrar. | H. C. TrulL","phillips, l","H. Eckstein","myb",c(-81.1830974, 43.2325617)
"13419","myb126261","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"trull","h","c","board","transvaal","Lionel Phillips, Chairman. | H. Eckstein. I W. Ross. | G. Farrar. | H. C. TrulL","trull, h c","H. Eckstein","myb",c(-81.1830974, 43.2325617)
"13420","myb126262","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"lowenthal","l",NA,"board","london","L. Lowenthal, Managing.","lowenthal, l",NA,"myb",c(-0.1277583, 51.5073509)
"13421","myb126263","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"pass","london","j","board","london","London Director . J. de Pass. I C. Rupin .","pass, l j",NA,"myb",c(-0.1277583, 51.5073509)
"13422","myb126263","myb",1891,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"rupin","c",NA,"board","london","London Director . J. de Pass. I C. Rupin .","rupin, c",NA,"myb",c(-0.1277583, 51.5073509)
"13684","myb127435","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"bruch","ernest",NA,"board","london","H. J. King. | Ernest Bruch. | S. J. Lange. I W. H. Craven. | H. Eckstein.","bruch, e","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"13685","myb127435","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"craven","w","h","board","london","H. J. King. | Ernest Bruch. | S. J. Lange. I W. H. Craven. | H. Eckstein.","craven, w h","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"13686","myb127435","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"eckstein","h",NA,"board","london","H. J. King. | Ernest Bruch. | S. J. Lange. I W. H. Craven. | H. Eckstein.","eckstein, h","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"13687","myb127435","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"king","h","j","board","london","H. J. King. | Ernest Bruch. | S. J. Lange. I W. H. Craven. | H. Eckstein.","king, h j","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"13688","myb127435","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"lange","s","j","board","london","H. J. King. | Ernest Bruch. | S. J. Lange. I W. H. Craven. | H. Eckstein.","lange, s j","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"13690","myb127437","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"beit","alfred",NA,"board","london","Alfred Beit. | Sigmund Neumann. I Max Michaelis.","beit, a",NA,"myb",c(-0.1277583, 51.5073509)
"13691","myb127437","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"michaelis","max",NA,"board","london","Alfred Beit. | Sigmund Neumann. I Max Michaelis.","michaelis, m",NA,"myb",c(-0.1277583, 51.5073509)
"13692","myb127437","myb",1891,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"neumann","sigmund",NA,"board","london","Alfred Beit. | Sigmund Neumann. I Max Michaelis.","neumann, s",NA,"myb",c(-0.1277583, 51.5073509)
"14900","myb150856","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"bale","h",NA,"chair","johannesburg","H. Griffin, Chairman. H. Bale, Deputy-chairman. S. J. Mason. | John Freeman.","bale, h",NA,"myb",c(28.04731, -26.2041)
"14901","myb150856","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"freeman","john",NA,"board","johannesburg","H. Griffin, Chairman. H. Bale, Deputy-chairman. S. J. Mason. | John Freeman.","freeman, j",NA,"myb",c(28.04731, -26.2041)
"14902","myb150856","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"griffin","h",NA,"chair","johannesburg","H. Griffin, Chairman. H. Bale, Deputy-chairman. S. J. Mason. | John Freeman.","griffin, h",NA,"myb",c(28.04731, -26.2041)
"14903","myb150856","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"mason","s","j","board","johannesburg","H. Griffin, Chairman. H. Bale, Deputy-chairman. S. J. Mason. | John Freeman.","mason, s j",NA,"myb",c(28.04731, -26.2041)
"14904","myb150857","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"parker","hugh",NA,"board","johannesburg","Hugh Parker. | W. J. Scott. 1 E. M. Greene.","parker, h",NA,"myb",c(28.04731, -26.2041)
"14905","myb150857","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"scot","w","j","board","johannesburg","Hugh Parker. | W. J. Scott. 1 E. M. Greene.","scot, w j",NA,"myb",c(28.04731, -26.2041)
"14906","myb150858","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"johannesburg","local","board","board","johannesburg","Local Board at Johannesburg.","johannesburg, l b",NA,"myb",c(28.04731, -26.2041)
"14907","myb150859","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"goerz","a",NA,"board","johannesburg","Lionel Phillips. | T. A. Ranee. | A. Goerz.","goerz, a",NA,"myb",c(28.04731, -26.2041)
"14908","myb150859","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"phillips","lionel",NA,"board","johannesburg","Lionel Phillips. | T. A. Ranee. | A. Goerz.","phillips, l",NA,"myb",c(28.04731, -26.2041)
"14909","myb150859","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"ranee","t","a","board","johannesburg","Lionel Phillips. | T. A. Ranee. | A. Goerz.","ranee, t a",NA,"myb",c(28.04731, -26.2041)
"14911","myb150861","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"parker","a",NA,"board","london","George H. Raw. | A. Parker. | L. Wagner.","parker, a",NA,"myb",c(-0.1277583, 51.50735)
"14912","myb150861","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"wagner","l",NA,"board","london","George H. Raw. | A. Parker. | L. Wagner.","wagner, l",NA,"myb",c(-0.1277583, 51.50735)
"14915","myb150864","myb",1893,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"agency","london",NA,"board","london","London Agency.","agency, l",NA,"myb",c(-0.1277583, 51.50735)
"15006","myb151597","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"brinton","john",NA,"board","roodepoort","Archibald Tarker. | John Napier. | Alfred Jones. | John Brinton.","brinton, j",NA,"myb",c(27.90147, -26.12014)
"15007","myb151597","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"jones","alfred",NA,"board","roodepoort","Archibald Tarker. | John Napier. | Alfred Jones. | John Brinton.","jones, a",NA,"myb",c(27.90147, -26.12014)
"15008","myb151597","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"napier","john",NA,"board","roodepoort","Archibald Tarker. | John Napier. | Alfred Jones. | John Brinton.","napier, j",NA,"myb",c(27.90147, -26.12014)
"15009","myb151597","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"tarker","archibald",NA,"board","roodepoort","Archibald Tarker. | John Napier. | Alfred Jones. | John Brinton.","tarker, a",NA,"myb",c(27.90147, -26.12014)
"15012","myb151600","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"campbell","architmld","mitchell","board","roodepoort","John A. Roger. | F. A. English. | Architmld Mitchell Campbell. | Dirk Bernard Schaitcnia.","campbell, a m",NA,"myb",c(27.90147, -26.12014)
"15013","myb151600","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"english","f","a","board","roodepoort","John A. Roger. | F. A. English. | Architmld Mitchell Campbell. | Dirk Bernard Schaitcnia.","english, f a",NA,"myb",c(27.90147, -26.12014)
"15014","myb151600","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"roger","john","a","board","roodepoort","John A. Roger. | F. A. English. | Architmld Mitchell Campbell. | Dirk Bernard Schaitcnia.","roger, j a",NA,"myb",c(27.90147, -26.12014)
"15015","myb151600","myb",1893,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"schaitcnia","dirk","bernard","board","roodepoort","John A. Roger. | F. A. English. | Architmld Mitchell Campbell. | Dirk Bernard Schaitcnia.","schaitcnia, d b",NA,"myb",c(27.90147, -26.12014)
"15263","myb153391","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"eckstein","h",NA,"board","johannesburg","H. Eckstein, Ckairma n. | Woolf Joel. | J. W. Leonard. | S.B.Joel. | J. Tudhope H. A. Rogers, iloiutgiitg.","eckstein, h","H. Eckstein","myb",c(28.04731, -26.2041)
"15264","myb153391","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"joel","woolf",NA,"board","johannesburg","H. Eckstein, Ckairma n. | Woolf Joel. | J. W. Leonard. | S.B.Joel. | J. Tudhope H. A. Rogers, iloiutgiitg.","joel, w","H. Eckstein","myb",c(28.04731, -26.2041)
"15265","myb153391","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"leonard","j","w","board","johannesburg","H. Eckstein, Ckairma n. | Woolf Joel. | J. W. Leonard. | S.B.Joel. | J. Tudhope H. A. Rogers, iloiutgiitg.","leonard, j w","H. Eckstein","myb",c(28.04731, -26.2041)
"15286","myb153412","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"cotton","joseph","william","chair","johannesburg","Major Joseph William M. Cotton, Chairman. | R. A. Tiesseu. Ernest Crawshaw KlffnM.","cotton, j w",NA,"myb",c(28.04731, -26.2041)
"15287","myb153412","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"ernest","r","a","board","johannesburg","Major Joseph William M. Cotton, Chairman. | R. A. Tiesseu. Ernest Crawshaw KlffnM.","ernest, r a",NA,"myb",c(28.04731, -26.2041)
"15288","myb153413","myb",1893,"JOHANNESBURG ESTATE COMPANY LIMITED",NA,"vanderbyl","michael","servaas","board","johannesburg","Michael Servaas Vanderbyl.","vanderbyl, m s",NA,"myb",c(28.04731, -26.2041)
"15758","myb156062","myb",1893,"NIGEL GOLD MINING COMPANY LIMITED",NA,"uriflln","hoary",NA,"chair","london","Hoary Uriflln, Chairman.","uriflln, h",NA,"myb",c(-0.1277583, 51.50735)
"15759","myb156063","myb",1893,"NIGEL GOLD MINING COMPANY LIMITED",NA,"free","john",NA,"board","london","John Freeman. Joseph Watson Shaw.","free, j",NA,"myb",c(-0.1277583, 51.50735)
"15760","myb156063","myb",1893,"NIGEL GOLD MINING COMPANY LIMITED",NA,"shaw","joseph","watson","board","london","John Freeman. Joseph Watson Shaw.","shaw, j w",NA,"myb",c(-0.1277583, 51.50735)
"15761","myb156064","myb",1893,"NIGEL GOLD MINING COMPANY LIMITED",NA,"green","b","m","board","london","B. M. Green,-. J. M. Ejraer. Sowcrstiy J. Mason. Hugh Parker.","green, b m",NA,"myb",c(-0.1277583, 51.50735)
"15762","myb156065","myb",1893,"NIGEL GOLD MINING COMPANY LIMITED",NA,"johanaemlnro","lurtrtor",NA,"board","london","lUrtrtor Johanaemlnro.","johanaemlnro, l",NA,"myb",c(-0.1277583, 51.50735)
"15891","myb156692","myb",1893,"TION COMPANY LIMITED",NA,"bailey","aba",NA,"board","johannesburg","H. A. Risers, Ciaiman. | Chirlef D. Ilopkins. | F. M. Wolhutcr. | Aba Bailey.","bailey, a",NA,"myb",c(28.04731, -26.2041)
"15892","myb156692","myb",1893,"TION COMPANY LIMITED",NA,"ilopkins","chirlef","d","board","johannesburg","H. A. Risers, Ciaiman. | Chirlef D. Ilopkins. | F. M. Wolhutcr. | Aba Bailey.","ilopkins, c d",NA,"myb",c(28.04731, -26.2041)
"15893","myb156692","myb",1893,"TION COMPANY LIMITED",NA,"risers","h","a","board","johannesburg","H. A. Risers, Ciaiman. | Chirlef D. Ilopkins. | F. M. Wolhutcr. | Aba Bailey.","risers, h a",NA,"myb",c(28.04731, -26.2041)
"15894","myb156692","myb",1893,"TION COMPANY LIMITED",NA,"wolhutcr","f","m","board","johannesburg","H. A. Risers, Ciaiman. | Chirlef D. Ilopkins. | F. M. Wolhutcr. | Aba Bailey.","wolhutcr, f m",NA,"myb",c(28.04731, -26.2041)
"15940","myb157175","myb",1893,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"eckbtein","hermann",NA,"chair","johannesburg","Hermann EckBtein, Chairman. J. B. Taylor. I A. Beit. | H. A. Rogers.","eckbtein, h",NA,"myb",c(28.04731, -26.2041)
"15941","myb157175","myb",1893,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"rogers","h","a","board","johannesburg","Hermann EckBtein, Chairman. J. B. Taylor. I A. Beit. | H. A. Rogers.","rogers, h a",NA,"myb",c(28.04731, -26.2041)
"15942","myb157175","myb",1893,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"taylor","j","b","board","johannesburg","Hermann EckBtein, Chairman. J. B. Taylor. I A. Beit. | H. A. Rogers.","taylor, j b",NA,"myb",c(28.04731, -26.2041)
"15943","myb157176","myb",1893,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"phillips","feckstein","lionel","board","johannesburg","F.Eckstein. 1 Lionel Phillips, i W. H. Rogers.","phillips, f l",NA,"myb",c(28.04731, -26.2041)
"15944","myb157176","myb",1893,"ROBINSON GOLD MINING COMPANY LIMITED",NA,"rogers","w","h","board","johannesburg","F.Eckstein. 1 Lionel Phillips, i W. H. Rogers.","rogers, w h",NA,"myb",c(28.04731, -26.2041)
"16146","myb158477","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"bourke","b","t","board","sydney","Henry Griffin, Chairman. | Sydney Ford. I B. T Bourke. I Dr. Scott. | Joseph Watson Shaw.","bourke, b t",NA,"myb",c(151.2093, -33.86882)
"16147","myb158477","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"ford","sydney",NA,"board","sydney","Henry Griffin, Chairman. | Sydney Ford. I B. T Bourke. I Dr. Scott. | Joseph Watson Shaw.","ford, s",NA,"myb",c(151.2093, -33.86882)
"16148","myb158477","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"griffin","henry",NA,"chair","sydney","Henry Griffin, Chairman. | Sydney Ford. I B. T Bourke. I Dr. Scott. | Joseph Watson Shaw.","griffin, h",NA,"myb",c(151.2093, -33.86882)
"16149","myb158477","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"scott","dr",NA,"board","sydney","Henry Griffin, Chairman. | Sydney Ford. I B. T Bourke. I Dr. Scott. | Joseph Watson Shaw.","scott, d",NA,"myb",c(151.2093, -33.86882)
"16150","myb158477","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"shaw","joseph","watson","board","sydney","Henry Griffin, Chairman. | Sydney Ford. I B. T Bourke. I Dr. Scott. | Joseph Watson Shaw.","shaw, j w",NA,"myb",c(151.2093, -33.86882)
"16151","myb158478","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"lindup","walter",NA,"board","sydney","Walter Lindup.","lindup, w",NA,"myb",c(151.2093, -33.86882)
"16152","myb158479","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"agtntt","london",NA,"board","london","London Agtntt.","agtntt, l",NA,"myb",c(-0.1277583, 51.50735)
"16153","myb158480","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"eckstein","h",NA,"board","london","h. Wagner. | G. H. Haw. | A. Parker. | H. Eckstein.","eckstein, h","H. Eckstein","myb",c(-0.1277583, 51.50735)
"16154","myb158480","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"parker","a",NA,"board","london","h. Wagner. | G. H. Haw. | A. Parker. | H. Eckstein.","parker, a","H. Eckstein","myb",c(-0.1277583, 51.50735)
"16155","myb158480","myb",1893,"STANHOPE GOLD MINING COMPANY LIMITED",NA,"wagner","h",NA,"board","london","h. Wagner. | G. H. Haw. | A. Parker. | H. Eckstein.","wagner, h","H. Eckstein","myb",c(-0.1277583, 51.50735)
"16417","myb159253","myb",1893,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"haggard","frederick","charles","board","transvaal","Frederick Charles Debonairo Haggard. | A Mel lor. I George Field Tavenor","haggard, f c",NA,"myb",c(-81.1831, 43.23256)
"16418","myb159253","myb",1893,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"tavenor","george","field","board","transvaal","Frederick Charles Debonairo Haggard. | A Mel lor. I George Field Tavenor","tavenor, g f",NA,"myb",c(-81.1831, 43.23256)
"16419","myb159254","myb",1893,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"buch","carl","theodore","board","spain","Carl Theodore Von Buch. I J. H. Hale.","buch, c t",NA,"myb",c(-3.74922, 40.46367)
"16420","myb159254","myb",1893,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"hale","j","h","board","spain","Carl Theodore Von Buch. I J. H. Hale.","hale, j h",NA,"myb",c(-3.74922, 40.46367)
"16441","myb159275","myb",1893,"TRANSVAAL PROSPECTING COMPANY LIMITED",NA,"ckairinan","lionel","phillips","board","transvaal","Lionel Phillips Ckairinan. | F. Kckstein. | W. Ross. | G. Farrar. | H. C. Trail.","ckairinan, l p",NA,"myb",c(-81.1831, 43.23256)
